0.0069489,151.26
0.0048232,127.44
0.0023336,71.333
0.0029882,109.61
0.0056059,140.02
0.0024983,116.07
0.005557,164.96
0.001545,67.718
0.0038627,138.97
0.0028353,96.644
0.0034128,144.41
0.0015224,154.65
0.0021705,76.296
0.0014008,117.13
0.0019963,130.92
0.0011766,128.71
0.0019621,175.57
0.0014266,66.737
0.0018168,137.03
0.0013297,115.59
0.024034,508.28
0.017426,178.21
0.010707,61.96
0.01639,182.11
0.021424,140.21
0.01447,158.43
0.021709,198.95
0.0072332,76.848
0.02051,113.84
0.015803,177.99
0.0079204,126.38
0.0047795,149.44
0.003341,82.449
0.0044385,142.51
0.0060325,150.49
0.003798,95.753
0.0059494,165.33
0.0022463,67.962
0.0055629,120.51
0.0042414,136.13
0.0063294,162.71
0.0036625,127.44
0.00314,84.462
0.0033978,131.49
0.0046188,145.53
0.0029129,127.67
0.0045558,160.41
0.0021145,76.616
0.0042635,133.55
0.0032516,111.84
0.0020501,166.3
0.0010806,120.49
0.0037144,95.957
0.00099532,120.02
0.0013851,118.02
0.00083726,80.368
0.0013676,141.1
0.00072832,45.517
0.0012702,132.31
0.00094741,96.197
0.010824,254.49
0.0081554,151.49
0.0049245,96.471
0.0064024,160.22
0.0084187,234.9
0.0055732,123.1
0.0094336,236.59
0.0033042,75.143
0.0078398,197.19
0.0061471,133.7
0.0024683,174.95
0.0013287,98.527
0.00087587,88.858
0.0012066,106.1
0.001789,128.13
0.00098083,76.205
0.0017601,137.22
0.00058077,67.575
0.001617,133.56
0.0011372,93.066
0.008046,153.93
0.0048729,95.15
0.0033852,91.442
0.0045083,97.793
0.0061911,109.68
0.0038075,96.84
0.0061078,140
0.002322,58.189
0.0057067,118.37
0.0042994,110.9
0.0072787,149.24
0.0033714,119.9
0.0030359,61.165
0.0031153,93.968
0.0043587,115.55
0.0026236,88.131
0.0042899,106.09
0.0019921,64.928
0.0039907,85.788
0.0029577,80.827
