0.0064499,107.91
0.0035334,125.5
0.0023321,75.986
0.0048587,96.164
0.0060776,118.31
0.0026115,86.526
0.0070781,126.2
0.0015501,79.099
0.0066249,98.451
0.0030337,78.469
0.0066562,124.37
0.0033364,111
0.0021711,72.973
0.0030227,89.473
0.0045266,130.28
0.0024445,87.514
0.0044536,115.89
0.001419,60.775
0.004086,96.825
0.0028377,116.87
0.027737,134.44
0.015846,111.16
0.0107,62.067
0.015234,73.332
0.020827,104.16
0.011932,68.78
0.020525,124.23
0.0072208,75.523
0.018985,95.917
0.014485,107.65
0.0089772,105.49
0.0049941,124.28
0.00335,72.092
0.0045592,95.421
0.0066376,105.44
0.0037371,94.457
0.0065304,130.01
0.0022439,50.294
0.0060209,106.16
0.0043104,90.221
0.0082139,117.38
0.0046625,123.08
0.0031348,93.716
0.0042695,97.416
0.0061419,110.17
0.0035013,91.42
0.0060451,114.94
0.0021117,59.167
0.0056035,96.879
0.0040275,95.757
0.01038,182.03
0.0015693,90.02
0.0010703,78.204
0.0014331,90.777
0.012936,120.68
0.012509,101.52
0.018874,155.47
0.00072508,52.838
0.0018652,103.48
0.012593,105.59
0.013105,175.81
0.0073535,115.91
0.004927,90.643
0.0099713,90.748
0.0097401,116.73
0.0055073,96.065
0.0095871,112.34
0.0033083,74.153
0.008857,148.52
0.0063388,110.62
0.0040796,204.19
0.0013321,89.865
0.00087668,96.087
0.0012117,104.64
0.0017965,110.75
0.00098299,77.402
0.0017679,126.34
0.00057945,63.092
0.0016236,113.97
0.0033861,89.199
0.0082149,133.25
0.0048941,101.64
0.0033865,66.887
0.0045009,100.05
0.0063094,110.1
0.0037481,89.735
0.0062185,102.42
0.0023234,71.692
0.0057878,100.34
0.0042702,70.083
0.008662,119.11
0.0055407,76.725
0.0030265,71.752
0.0042183,73.188
0.0070278,100.54
0.0044389,57.805
0.0079188,84.359
0.001995,50.513
0.0056696,73.604
0.0049338,57.706
