0.0058756,63.93
0.0038436,46.417
0.012338,222.08
0.0070152,63.709
0.011471,244.08
0.0091077,126.94
0.25687,1493.8
0.010665,133.32
0.0053574,41.07
0.010224,211.65
0.010366,126.08
0.0056415,63.285
0.0030721,70.325
0.25833,1393.2
0.2579,1799.2
0.010636,140.11
0.0042377,45.046
0.0024702,89.231
0.25513,1424.6
0.25268,1790.1
0.025447,57.999
0.04041,222.74
0.039861,158.84
0.032476,1703.6
0.025426,67.491
0.03985,225.64
0.016141,81.006
0.046807,1489.4
0.030533,1721.2
0.023638,1838.4
0.014129,137.37
0.0054128,45.26
0.007536,67.347
0.14044,1468.6
0.14025,1661.7
0.0089071,123.01
0.0069637,86.442
0.13549,1494.4
0.012856,250.42
0.13281,1621.8
0.0075466,81.217
0.19967,1516.3
0.012553,136.77
0.005036,48.254
0.19395,1524.5
0.012569,137.96
0.0075233,64.029
0.0050462,46.52
0.0066358,124.48
0.19087,1308.3
0.0037761,281.76
0.002646,104.75
0.0020893,78.523
0.13272,1960.1
0.0047434,56.997
0.13046,1584
0.13051,1835
0.0022475,99.761
0.0017704,72.396
0.1294,1829.1
0.0079565,37.264
0.096191,1704.3
0.022402,114.31
0.018871,215.24
0.013057,101.54
0.082134,1704.7
0.020423,114.56
0.011971,55.347
0.0095291,73.17
0.076116,1715.7
0.0064214,118.47
0.25719,1385.5
0.25701,1591.1
0.0022439,53.608
0.0014498,37.27
0.0069212,99.379
0.0065471,67.953
0.24223,1580.5
0.0014502,38.329
0.0047621,97.574
0.0075808,52.414
0.014333,221.38
0.01044,101.14
0.0083013,70.383
0.20036,1740.2
0.012055,112.87
0.19411,1414.7
0.19388,1757.7
0.19214,1427.4
0.19213,1601.6
0.014648,112.38
0.005048,39.297
0.25055,1619.3
0.0051024,71.924
0.24493,1644
0.014451,113.34
0.0079762,37.575
0.0099977,219.31
0.0064474,100.75
0.24486,1446.1
