0.0016018,79.41
0.0014567,56.702
0.0055149,140.65
0.0039196,143.55
0.0051229,136.08
0.0042968,93.721
0.007525,186.57
0.0049213,118.09
0.0015978,90.451
0.0026372,126.23
0.0019809,99.741
0.0033785,249.47
0.0021471,143.22
0.0024468,97.845
0.0016745,121.91
0.0023569,194.26
0.0034469,197.33
0.0022342,216.16
0.0024097,75.213
0.0033389,337.28
0.025714,67.228
0.039118,359.22
0.021533,224.17
0.0083027,176.99
0.019615,149.26
0.012814,147.57
0.018762,78.843
0.01495,336.9
0.01987,68.153
0.032931,287.93
0.010119,188.78
0.0073406,205.28
0.00407,107.31
0.0023904,70.497
0.0074077,160.34
0.006784,188.12
0.0070813,173.96
0.0069117,134.44
0.010005,274.47
0.0031664,93.46
0.0058846,113.11
0.005751,218.63
0.0073181,208.41
0.0053795,164.03
0.0022033,44.202
0.0088268,276.88
0.0065583,255.34
0.002586,98.548
0.0061951,228.28
0.0039098,150.5
0.0019902,198.53
0.00087448,80.567
0.0024822,288.69
0.0006001,77.272
0.0023666,294.67
0.013225,229.59
0.0021774,264.26
0.0010728,107.63
0.00077913,80.071
0.0016737,173.69
0.014627,331.12
0.010286,237.81
0.0060036,118.24
0.017728,300.85
0.0039091,95.288
0.0066881,153.84
0.011867,308.66
0.0056628,133.72
0.015016,406.5
0.014999,425.49
0.0041759,209.33
0.0039154,144.43
0.0044105,224.76
0.00079998,83.543
0.00346,291.71
0.00070024,77.315
0.0030062,232.3
0.0013222,87.294
0.0016715,121.87
0.0014042,102.77
0.0090443,203.23
0.0060092,120.38
0.0096364,205.15
0.0036021,75.497
0.010933,243.48
0.0053386,122.15
0.0086221,186.79
0.003674,86.942
0.003118,72.481
0.0080904,163.82
0.0044104,111.16
0.0054063,110
0.0028998,98.286
0.0092146,192.08
0.0018224,72.77
0.008903,189.44
0.0043709,102.35
0.0030378,92.737
0.0035082,97.711
0.0054474,149.47
